category,mean
att.key,0.12439939625047645
att.key,0.12895353428891299
att.key,0.13046439134540777
att.key,0.1279504000967061
att.key,0.12878893866765395
att.key,0.12954543049737735
att.key,0.12492523259269994
att.key,0.1335705254550896
att.key,0.13913496165931846
att.key,0.1227451013468915
att.key,0.13153364913029375
att.key,0.1260262917036558
att.key,0.1280334320882963
att.key,0.13808042786804142
att.key,0.13436865535329026
att.key,0.12726144413446536
att.key,0.1329879874690638
att.key,0.12792766866592326
att.key,0.1277721182393735
att.key,0.12806358418181288
att.key,0.12212137507239176
att.key,0.12393813851645628
att.key,0.12888355766948253
att.key,0.1246317157088458
att.key,0.1275311751597763
att.key,0.12576514706749897
att.key,0.1273072683396399
att.key,0.12965336438501915
att.key,0.13108148287636698
att.key,0.13787854344394443
att.key,0.13534905185827256
att.key,0.12878764811525184
att.key,0.12748765971223294
att.key,0.13483316929977224
att.key,0.12945713020936156
att.key,0.12386545302621618
att.key,0.12265103170916714
att.key,0.12261783296714997
att.key,0.12399409985395295
att.key,0.12545012227961144
att.key,0.13261290949570348
att.key,0.12364370543728621
att.key,0.1288050783512363
att.key,0.13153313563935123
att.key,0.13140974582702133
att.key,0.1324469992371703
att.key,0.12281853068854856
att.key,0.12276235569166019
att.key,0.12775508418454162
att.key,0.12408285491921295
att.key,0.12114936491216917
att.key,0.13055573887638824
att.key,0.12716171032288523
att.key,0.12648970774593293
att.key,0.13363669137279874
att.key,0.12253838107550477
att.key,0.12548340731962443
att.key,0.1292483745578449
att.key,0.12844106567906488
att.key,0.1231262443710167
att.key,0.12969823526634724
att.key,0.12769142637299863
att.key,0.12746450973123577
att.key,0.12706520826431827
att.key,0.12819912418190085
att.key,0.13030911757325614
att.key,0.1271637277033228
att.key,0.136933008344582
att.key,0.12503272615493227
att.key,0.12908255671565103
att.key,0.13075470511190668
att.key,0.12969698312254663
att.key,0.12342066832443854
att.key,0.1257691209180717
att.key,0.1270605393935308
att.key,0.129412856223521
att.key,0.12621405797187932
att.key,0.12381742906595217
att.key,0.12308192598868094
att.key,0.1258848388843854
att.key,0.1280400689909356
att.key,0.128472216788178
att.key,0.13816838699796138
att.key,0.12311759662652882
att.key,0.13054415243932588
att.key,0.12834643449580296
att.key,0.13032700671251685
att.key,0.13183962814353728
att.key,0.12517673606051063
att.key,0.12511866806992378
att.key,0.13270974081300752
att.key,0.12932731414590654
att.key,0.1276817438106196
att.key,0.12237980200945867
att.key,0.12785648237485125
att.key,0.12732867994062302
att.key,0.12773158738038956
att.key,0.12731946411561357
att.key,0.12842032796032152
att.key,0.015121914345361562
att.key,0.1278223962504554
att.key,0.1233509834985939
att.key,0.12444545509839673
att.key,0.12924330469609044
att.key,0.13266909386980885
att.key,0.13056603616927281
att.key,0.12499186485036949
att.key,0.1252638115861008
att.key,0.13268595032121608
att.key,0.13013223257808823
att.key,0.12520304097385462
att.key,0.12292829245308745
att.key,0.12509196907252604
att.key,0.14402152569776916
att.key,0.12429985306728256
att.key,0.13285922223554145
att.key,0.12404835892193983
att.key,0.1313386444988005
att.key,0.1251198501818437
att.key,0.12470048859401366
att.key,0.12602443093517404
att.key,0.13628757021599658
att.key,0.1265045729842474
att.key,0.13030765313970114
att.key,0.13098198103039968
att.key,0.1332084334777135
att.key,0.12268786652781147
att.key,0.12151718941742017
att.key,0.129237990349965
att.key,0.13063660046254894
att.key,0.12453307959589817
att.key,0.14025890202913086
att.key,0.12212279654829536
att.key,0.1319881181716875
att.key,0.12118397839180818
att.key,0.12973318770617503
att.key,0.125273701257421
att.key,0.1293412099405283
att.key,0.12716742698651706
att.key,0.12560018462020142
att.key,0.1299049035473513
att.key,0.12585482951032834
att.key,0.13006768952950598
att.key,0.12781139360578228
att.key,0.1262601930199736
att.key,0.13075009956341227
att.key,0.13168737976956382
att.key,0.12363978688035347
att.key,0.13289698986429974
att.key,0.1256006990380994
att.key,0.1272855456104211
att.key,0.12273507127799592
att.key,0.1283524174748596
att.key,0.12256662107997927
att.key,0.12459757807666934
att.key,0.13343916430265632
att.key,0.12825576737807046
att.key,0.12408350484783669
att.key,0.12877895899588623
att.key,0.1281916358962222
att.key,0.12709213649639675
att.key,0.134350388871177
att.key,0.12216876875192989
att.key,0.1313840707849925
att.key,0.1272075588674716
att.key,0.12905247057109395
att.key,0.12215268515459884
att.key,0.12560294229116475
att.key,0.12465849900669651
att.key,0.12764174203381537
att.key,0.12503831852031866
att.key,0.12816632474100167
att.key,0.12443888203220992
att.key,0.1239008362199659
att.key,0.12685430602752235
att.key,0.12777750684893682
att.key,0.12340844851175888
att.key,0.12506113504516922
att.key,0.13353720324422455
att.key,0.12461548159497877
att.key,0.12597037705917913
att.key,0.12608800200735198
att.key,0.12997928182853946
att.key,0.12749947500449035
att.key,0.12814505951508057
att.key,0.12639504449848393
att.key,0.1231021203574916
att.key,0.1252298697160119
att.key,0.1289259838274672
att.key,0.12544709221454775
att.key,0.13256752354437285
att.key,0.13024144228858858
att.key,0.13199021885444295
att.key,0.12664399285103084
att.key,0.12709687328690594
att.key,0.14231810913467
att.key,0.13410742265078074
att.key,0.13121576900185516
att.key,0.13112484792514073
att.key,0.13036765715984458
att.key,0.13167390798695122
att.key,0.1287801251773515
att.key,0.12303686299140296
att.key,0.12617408876202202
att.key,0.13019394436225565
att.key,0.12628491911324358
att.key,0.1254717491005165
att.key,0.13484224114073795
att.key,0.13137176900692824
att.key,0.12831877782663886
att.key,0.1266413533456124
att.key,0.13196321715884207
att.key,0.1294752788518463
att.key,0.12621483192687843
att.key,0.13132746412192617
att.key,0.1343900621757
att.key,0.12540385213280045
att.key,0.1265196868320123
att.key,0.12643752109472658
att.key,0.13318737582991766
att.key,0.1396747711546294
att.key,0.12886481762666605
att.key,0.12796131752711182
att.key,0.1320619622155109
att.key,0.12684334654957566
att.key,0.12518749578226396
att.key,0.12897093206152205
att.key,0.12978468548527944
att.key,0.12339378836133788
att.key,0.1333930913775343
att.key,0.12519992203029442
att.key,0.13008735313656217
att.key,0.1255174634301683
att.key,0.12873682207680462
att.key,0.1285705640843775
att.key,0.12884887909006693
att.key,0.13186668961382667
att.key,0.1278433187391411
att.key,0.12314137879374723
att.key,0.1309140465644997
att.key,0.12776779405067692
att.key,0.1404123537823758
att.key,0.1297160986073936
att.key,0.12323696888574472
att.key,0.12337751817763969
att.key,0.12560800163273977
att.key,0.1283697023241494
att.key,0.1233996260940822
att.key,0.1343294246812509
att.key,0.12704604667141337
att.key,0.12664571648440726
att.key,0.13238805509218302
att.key,0.12693585098752766
att.key,0.12627704677191492
att.key,0.1315798008034161
att.key,0.13816124528248247
att.key,0.12376304321457995
att.key,0.12772444164019095
att.key,0.1263745478525885
att.key,0.12779925380092794
att.key,0.14061418022790415
att.key,0.1271659019135704
att.key,0.12866430019518585
att.key,0.13063499376341026
att.key,0.12860165819984656
att.key,0.12731468556333028
att.key,0.13436719402123534
att.key,0.12121529297907783
att.key,0.13331601498571216
att.key,0.12997029615249017
att.key,0.1341748759599651
att.key,0.1258129010615493
att.key,0.1309786663869724
att.key,0.13392629223913222
att.key,0.12655333746662112
att.key,0.12332542886416409
att.key,0.13441928834471473
att.key,0.12444745524546301
att.key,0.12976409390749702
att.key,0.1225020907009651
att.key,0.1319366334077104
att.key,0.12447038513328416
att.key,0.12703496148835638
att.key,0.12869876661499255
att.key,0.12832908456616599
att.key,0.1328613717253113
att.key,0.12614022268668312
att.key,0.1312247573786995
att.key,0.13556147470990546
att.key,0.1326336701077234
att.key,0.12551066277001952
att.key,0.12614729005045916
att.key,0.1261230874596046
att.key,0.12392019107490763
att.key,0.12711691876155642
att.key,0.12620043964731933
att.key,0.12907526757657425
att.key,0.13244601282166188
att.key,0.13357704317550878
att.key,0.13410117462279847
att.key,0.12498422327138686
att.key,0.1225652274449832
att.key,0.12945929667969983
att.key,0.13331193553840293
att.key,0.12314177650740905
att.key,0.13658841896976273
att.key,0.12841969200452966
att.key,0.1386792585614537
att.key,0.12391269473375001
att.key,0.13602999695207074
att.key,0.12319770237875947
att.key,0.13261881951711296
att.key,0.12462065029450509
att.key,0.1265004407395898
att.key,0.12822239376552375
att.key,0.1297695331122967
att.key,0.13419703131967076
att.key,0.14243981507845171
att.key,0.12977837719435806
att.key,0.13117500692153328
att.key,0.12928975128164177
att.key,0.1234273537255994
att.key,0.1235912558529469
att.key,0.12859794418365256
att.key,0.12469225193388406
att.key,0.12319354676600705
att.key,0.12921297244081276
att.key,0.1231322573515808
att.key,0.12830040769946546
att.key,0.12868258925933743
att.key,0.12908321853675372
att.key,0.12594247665167357
att.key,0.1280632176229427
att.key,0.1358846820068645
att.key,0.12994385453998664
att.key,0.13139386557451094
att.key,0.12438732766166385
att.key,0.12469673574121955
att.key,0.12685239232578038
att.key,0.12363797825159782
att.key,0.13719396777543544
att.key,0.12726883676750386
att.key,0.13752917463794093
att.key,0.12597701867339445
att.key,0.12931390934846543
att.key,0.1341693358917133
att.key,0.13881587809784304
att.key,0.12254785576517468
att.key,0.12921463326857566
att.key,0.1305762256354336
att.key,0.12412662118620393
att.key,0.13302069764037316
att.key,0.12645848280867078
att.key,0.12353296506813922
att.key,0.12879327705964283
att.key,0.12778429923867923
att.key,0.12721752351647073
att.key,0.13228800741176508
att.key,0.12461710778195734
att.key,0.1248864887561188
att.key,0.12456099637475661
att.key,0.12586642122434644
att.key,0.14096676999789354
att.key,0.12444037630785101
att.key,0.1257194017178637
att.key,0.12561720713357502
att.key,0.12397960125618335
att.key,0.1248657502800296
att.key,0.12359988668073646
att.key,0.12569921955286972
att.key,0.13228342637984325
att.key,0.12792530846052358
att.key,0.12397417106843196
att.key,0.12261181239540855
att.key,0.1314221380840612
att.key,0.13103677349672935
att.key,0.12963782969995313
att.key,0.12817514686413023
att.key,0.1287391937421437
att.key,0.13287847631184618
att.key,0.12137522018975237
att.key,0.13845971162715445
att.key,0.1294211882667772
att.key,0.12993969636967537
att.key,0.12201312380650964
att.key,0.12551924391921546
att.key,0.12356944736052079
att.key,0.12561265893085222
att.key,0.12875522763847275
att.key,0.12530095314860296
att.key,0.12507264749384783
att.key,0.13850545018640045
att.key,0.12761556555305
att.key,0.13814723093472767
att.key,0.13510024985418498
att.key,0.13013674611671588
att.key,0.14167415393439498
att.key,0.1264870155646866
att.key,0.12846715126113198
att.key,0.126554344256668
att.key,0.13392384854107867
att.key,0.14331318549579586
att.key,0.13105140728855824
att.key,0.12785251712994272
att.key,0.12511357444679513
att.key,0.13923708821086078
att.key,0.12949292120330338
att.key,0.1297409598412408
att.key,0.12714761048810036
att.key,0.12396995229204694
att.key,0.12910409037585618
att.key,0.12441840316958047
att.key,0.12665637483820436
att.key,0.13067433651355947
att.key,0.1300236093566858
att.key,0.1268038758558472
att.key,0.1214460244685032
att.key,0.12525212124954832
att.key,0.13552712509779227
att.key,0.12774267697160913
att.key,0.12883099449059193
att.key,0.12455907148499024
att.key,0.12323543516327301
att.key,0.13329773601963818
att.key,0.12767044472086045
att.key,0.12403937985470866
att.key,0.1244573068651088
att.key,0.13199300905535
att.key,0.12705732199578865
att.key,0.12942813280367418
att.key,0.12341588856457965
att.key,0.12494944661739228
att.key,0.13137359300335572
att.key,0.1318906921396417
att.key,0.12671651071048987
att.key,0.12991754978790374
att.key,0.126248288951901
att.key,0.12508316333879124
att.key,0.1321543644551976
att.key,0.1275808270977655
att.key,0.1290022797185032
att.key,0.1248091058619717
att.key,0.12622506608957512
att.key,0.12522967999624957
att.key,0.13378313727213587
att.key,0.129773771661926
att.key,0.13399356237278004
att.key,0.12415404843684656
att.key,0.12709570703903791
att.key,0.12481314453592961
att.key,0.1220444369516423
att.key,0.12352626987625032
att.key,0.12315651738709985
att.key,0.12399454787649894
att.key,0.12785881368271085
att.key,0.12228997209972198
att.key,0.12723887961778046
att.key,0.1277726144280458
att.key,0.12912651279274334
att.key,0.12410667259061998
att.key,0.12830353911403425
att.key,0.13741057967562298
att.key,0.12968165549334104
att.key,0.1268467469055357
att.key,0.13802980434008094
att.key,0.1371108710547614
att.key,0.12600383715321758
att.key,0.15502127284942063
att.key,0.14149373120036188
att.key,0.12872124511702732
att.key,0.13354993907792742
att.key,0.12529426446362416
att.key,0.12963962477909174
att.key,0.12470820687493595
att.key,0.13583929903086842
att.key,0.12770116969182038
att.key,0.1310373339663659
att.key,0.12374977346969437
att.key,0.12984672743481204
att.key,0.13641801522072408
att.key,0.13111311565021178
att.key,0.12442831151097843
att.key,0.12500547143429075
att.key,0.12341650576026379
att.key,0.12773721035120078
att.key,0.1257104025617251
att.key,0.12367091452441861
att.key,0.13413578710886895
att.key,0.12845858397655124
att.key,0.12740897296857123
att.key,0.12287014483471581
att.key,0.13425328163761638
att.key,0.12390585709793663
att.key,0.13069407194092156
att.key,0.12885039588263789
att.key,0.1250775371213625
att.key,0.12800800253011754
att.key,0.12543740699083075
att.key,0.13195371532322728
att.key,0.13485965157123303
att.key,0.12551331188989867
att.key,0.12703446033893678
att.key,0.1239006144656925
att.key,0.13366302333574762
att.key,0.1253932735400786
att.key,0.1312472122086589
att.key,0.1352692565289138
att.key,0.12810824658154793
att.key,0.1341695360420518
att.key,0.12292516542122052
att.key,0.12586545083666037
att.key,0.12999025348816895
att.key,0.1268842679983169
att.key,0.12356135912820626
att.key,0.12463157016088054
att.key,0.126789896371447
att.key,0.12735801763032162
