category,mean
att.key,0.13219529365627902
att.key,0.12896975703189748
att.key,0.13413318021634485
att.key,0.1393216050233081
att.key,0.12457646099029025
att.key,0.1396647022367958
att.key,0.1280257846828117
att.key,0.1296483679408688
att.key,0.12861925589624432
att.key,0.13431064628681158
att.key,0.13706035389176358
att.key,0.12707486638165344
att.key,0.13443173248242302
att.key,0.12367924751550945
att.key,0.13791499896841586
att.key,0.12869677639086144
att.key,0.13096877002848967
att.key,0.125641563364333
att.key,0.12171758604866006
att.key,0.13722307330863423
att.key,0.12138382728481217
att.key,0.1304818296437621
att.key,0.12834270889807373
att.key,0.12484572248686189
att.key,0.12817336610981092
att.key,0.1280986933135265
att.key,0.12750147497019704
att.key,0.1278650229827445
att.key,0.12814823848961107
att.key,0.13360062157375666
att.key,0.12481168512770886
att.key,0.1222380206771008
att.key,0.12726682935548006
att.key,0.13968352719707325
att.key,0.12840475867227927
att.key,0.12862959164755158
att.key,0.12944731214490435
att.key,0.13049486212599562
att.key,0.12666714228676726
att.key,0.1275443547380177
att.key,0.1252035565517363
att.key,0.12456376706016876
att.key,0.12504904000420206
att.key,0.14010849513638565
att.key,0.12553316450883698
att.key,0.1257764991161741
att.key,0.12354760335344947
att.key,0.1409075731908117
att.key,0.12402744913655123
att.key,0.12838845731009113
att.key,0.14294655491060626
att.key,0.12759847413981434
att.key,0.1222411615182727
att.key,0.12381606089510593
att.key,0.13888474968067988
att.key,0.12363019642000249
att.key,0.12490489976288519
att.key,0.1323311132397516
att.key,0.13064253607487333
att.key,0.12395758176447341
att.key,0.12365418942693271
att.key,0.12810686516074496
att.key,0.12430224981411699
att.key,0.12882867283391342
att.key,0.129689986056554
att.key,0.13076703972070375
att.key,0.12332310896652664
att.key,0.12343332145226148
att.key,0.1298440828482269
att.key,0.1281053662275512
att.key,0.12904200248209496
att.key,0.1414971649740578
att.key,0.13832627136757727
att.key,0.13450298901920874
att.key,0.13196984557645364
att.key,0.13199575245495473
att.key,0.13374784421769542
att.key,0.1282565566553363
att.key,0.13716671607162226
att.key,0.1266538980805736
att.key,0.12795435520940765
att.key,0.13207783666789918
att.key,0.13309537784574055
att.key,0.13536329691762594
att.key,0.12950019790199263
att.key,0.13383693924471096
att.key,0.1246887407292253
att.key,0.1295985643629847
att.key,0.1292018135833355
att.key,0.12479775249384839
att.key,0.138597949260046
att.key,0.1287813379064494
att.key,0.13000164116475613
att.key,0.12946946563253917
att.key,0.14054200851075263
att.key,0.12899793866784262
att.key,0.1415096977557169
att.key,0.12584732602152318
att.key,0.13034174841300517
att.key,0.1284338830304443
att.key,0.12989752576386834
att.key,0.1360035672407138
att.key,0.13947602321304167
att.key,0.12150389222915188
att.key,0.1279713136509236
att.key,0.1325889334344214
att.key,0.1297411754916282
att.key,0.12836860169329045
att.key,0.12424188499559878
att.key,0.12218760897913603
att.key,0.13470092875137066
att.key,0.14438245167422575
att.key,0.12654413800070274
att.key,0.12944298526728965
att.key,0.12686033991761345
att.key,0.12674793192977196
att.key,0.12273759878005554
att.key,0.12384908177605218
att.key,0.12691764476129358
att.key,0.12461488503245205
att.key,0.12440426575752395
att.key,0.12789409050086534
att.key,0.12628042561956318
att.key,0.12648618667731937
att.key,0.12584288342554734
att.key,0.12275574528214721
att.key,0.12441312712738924
att.key,0.13942044020567532
att.key,0.12450326121050163
att.key,0.12526941626698784
att.key,0.12658806529359953
att.key,0.12946525061849032
att.key,0.12260495659976159
att.key,0.12589079696325756
att.key,0.13283158258479608
att.key,0.12368568395383822
att.key,0.1294913209495846
att.key,0.1276196271433394
att.key,0.12326511958473452
att.key,0.13148572036874484
att.key,0.12456162465433396
att.key,0.1281358221032353
att.key,0.1318280496026572
att.key,0.12365553334442723
att.key,0.13540057028004235
att.key,0.12638650033573864
att.key,0.12980491878162026
att.key,0.1319137459734109
att.key,0.12368180671129211
att.key,0.12305990292039087
att.key,0.1330134214575637
att.key,0.12561460037327374
att.key,0.13490201131537902
att.key,0.12893713359073672
att.key,0.1331533976877499
att.key,0.12807762619923985
att.key,0.13934339119963401
att.key,0.12377974799062473
att.key,0.1300626813474293
att.key,0.12454647812251067
att.key,0.13238940337567975
att.key,0.1242744218090036
att.key,0.1353776406318783
att.key,0.13469717580272755
att.key,0.1276041895890979
att.key,0.12851486128050052
att.key,0.12358544710742393
att.key,0.1301683589287307
att.key,0.12653258108307616
att.key,0.12789995062029094
att.key,0.12385719962523216
att.key,0.12948230933797178
att.key,0.1260925045688034
att.key,0.13228694717297318
att.key,0.1230770490344489
att.key,0.12328185468504008
att.key,0.12877820335680112
att.key,0.12924809592268835
att.key,0.12722523550911455
att.key,0.13017761121827498
att.key,0.12920045865875224
att.key,0.13426748593166504
att.key,0.1261006048581058
att.key,0.1251781937234039
att.key,0.12578595601058726
att.key,0.12396022974414914
att.key,0.13386674662836862
att.key,0.1235110685890309
att.key,0.13400520357804402
att.key,0.13413859650174909
att.key,0.12933857693026385
att.key,0.13184232236302312
att.key,0.129898150522683
att.key,0.13622345403933378
att.key,0.1260351809433028
att.key,0.12404887513519197
att.key,0.13252899400741266
att.key,0.13102203161314402
att.key,0.129679423171118
att.key,0.1236461038527595
att.key,0.13752436595743225
att.key,0.12369729428592836
att.key,0.1275116501697488
att.key,0.12718001838951778
att.key,0.13204753219211002
att.key,0.13318281759249892
att.key,0.1300755771342821
att.key,0.12914122529693273
att.key,0.12259722496107
att.key,0.13009615135916427
att.key,0.12406952424235033
att.key,0.1257706770018216
att.key,0.12914587354201795
att.key,0.12548111879696908
att.key,0.12821792926630748
att.key,0.12453482824551787
att.key,0.13169108482915415
att.key,0.12560735957365343
att.key,0.12518059213558175
att.key,0.1284034537014147
att.key,0.12428348475920445
att.key,0.12775323627147836
att.key,0.13003182406226194
